City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Muzaffarpur,Bihar,2024,508961,23311,92,49,25.47,41.68,499,45.46,16.58,83.55,9.67
Tiruchirappalli,Tamil Nadu,2023,1963935,11162,18,44,47.11,50.93,321,74.17,15.75,44.65,35.61
Thanjavur,Tamil Nadu,2022,1325656,26878,48,48,33.68,78.16,989,46.38,31.43,87.33,73.39
Aizawl,Mizoram,2022,150621,21945,34,31,23.18,84.11,118,82.04,15.32,44.3,97.21
Salem,Tamil Nadu,2021,1556164,7930,45,18,10.79,69.73,311,21.21,26.39,10.54,7.66
Kolhapur,Maharashtra,2025,429898,29157,26,17,38.09,63.54,575,95.06,77.83,71.59,30.53
Visakhapatnam,Andhra Pradesh,2021,506042,39709,82,34,16.44,68.31,362,19.21,40.76,70.33,27.51
Tumkur,Karnataka,2025,1330088,21612,35,25,47.57,90.3,892,73.26,0.63,28.18,93.2
Vijayawada,Andhra Pradesh,2021,822567,31151,58,32,49.98,86.59,262,66.49,43.63,34.91,72.68
Puducherry,Puducherry,2020,365602,38052,17,33,45.89,88.69,762,84.11,24.07,94.81,26.15
Gangtok,Sikkim,2022,1969165,39817,8,16,42.49,67.05,876,20.35,66.66,78.52,6.34
Rajahmundry,Andhra Pradesh,2020,987144,14856,54,11,28.09,83.38,950,29.77,11.72,5.09,85.04
Mysuru,Karnataka,2021,1219609,14873,67,43,40.51,58.87,619,78.33,80.19,53.65,33.39
Thanjavur,Tamil Nadu,2024,1270341,8548,58,15,34.94,69.46,639,53.04,54.65,87.15,75.92
Imphal,Manipur,2022,361685,23247,98,21,51.31,82.08,48,99.19,17.64,75.09,39.52
Ranchi,Jharkhand,2021,651507,23646,79,15,27.94,84.35,213,65.17,78.82,9.97,96.05
Hubli,Karnataka,2023,229252,283,21,11,17.55,78.42,42,81.79,10.91,83.43,62.6
Udaipur,Rajasthan,2024,1767062,28431,74,43,37.04,86.7,947,87.71,1.21,91.65,85.16
Ujjain,Madhya Pradesh,2025,354797,406,19,31,46.2,62.18,106,41.8,2.6,51.51,99.47
Tumkur,Karnataka,2020,530689,25312,92,44,21.85,76.5,215,18.41,78.44,82.32,84.95
Tumkur,Karnataka,2020,819562,38815,75,20,48.63,80.55,625,98.74,39.2,16.44,60.57
Tiruchirappalli,Tamil Nadu,2024,628670,37387,35,42,53.61,71.97,910,85.36,51.85,72.83,43.76
Gwalior,Madhya Pradesh,2023,1513194,20738,3,29,17.55,47.83,439,12.17,50.61,35.23,45.98
Meerut,Uttar Pradesh,2022,727145,8374,3,48,52.83,66.98,350,98.08,28.43,17.41,83.46
Thanjavur,Tamil Nadu,2023,309982,1780,52,22,35.4,82.81,257,13.09,61.08,69.4,7.34
Dehradun,Uttarakhand,2022,1812229,510,35,47,51.18,52.33,664,68.29,98.49,89.74,81.37
Amravati,Maharashtra,2022,1654082,10828,55,36,33.6,47.84,136,43.97,59.0,24.71,36.32
Meerut,Uttar Pradesh,2022,634543,10541,97,39,21.45,77.64,601,5.15,86.12,84.03,39.62
Ranchi,Jharkhand,2020,1391030,44705,49,49,27.89,43.94,833,65.57,32.97,67.48,88.1
Salem,Tamil Nadu,2020,857421,4771,96,27,58.74,79.81,621,77.4,88.99,26.84,53.96
Warangal,Telangana,2025,1331095,26033,5,17,33.12,52.43,505,76.75,60.47,74.9,40.21
Guntur,Andhra Pradesh,2023,832077,33439,84,46,51.61,53.57,891,63.82,79.34,58.13,77.48
Kohima,Nagaland,2025,190671,15165,94,38,47.58,61.43,357,50.6,76.96,17.82,84.73
Ranchi,Jharkhand,2025,909450,23019,77,30,59.1,64.42,802,24.65,92.7,83.57,26.93
Nanded,Maharashtra,2024,887384,48257,59,31,29.79,80.54,995,12.74,4.13,94.72,62.1
Jamnagar,Gujarat,2020,1029671,25056,16,40,38.88,51.1,236,67.01,56.89,62.36,91.84
Rohtak,Haryana,2025,1772776,16396,64,24,11.8,85.72,565,89.09,61.25,64.14,5.06
Kozhikode,Kerala,2021,347894,7664,42,47,12.98,84.71,793,41.93,49.03,27.19,21.35
Nellore,Andhra Pradesh,2022,1426025,34475,34,12,54.72,94.62,28,88.77,90.17,80.65,17.49
Gwalior,Madhya Pradesh,2023,505432,29536,9,2,59.49,40.31,717,25.11,49.79,38.39,68.66
Solapur,Maharashtra,2024,969714,25307,87,33,50.1,71.94,484,85.44,96.14,23.63,90.2
Rajahmundry,Andhra Pradesh,2024,753684,15062,32,15,19.52,72.67,719,28.52,39.43,20.51,23.04
Cuttack,Odisha,2025,1780366,18505,66,33,15.83,41.4,774,78.3,44.11,43.41,52.49
Panipat,Haryana,2022,1650077,45486,38,17,24.64,43.12,753,53.29,61.32,9.45,94.77
Imphal,Manipur,2021,1174581,30084,60,46,26.6,74.52,365,90.98,54.43,69.49,91.27
Panipat,Haryana,2023,108297,18634,71,44,10.9,49.35,879,69.73,81.44,96.88,97.11
Kohima,Nagaland,2024,968821,37911,74,23,11.28,90.39,920,28.19,50.44,4.79,11.18
Agartala,Tripura,2022,1212036,30328,82,3,47.59,91.25,753,18.84,44.91,40.85,60.75
Bhavnagar,Gujarat,2024,137042,44891,25,39,43.07,54.74,928,71.97,56.71,32.91,43.29
Dehradun,Uttarakhand,2025,1354053,6871,31,49,43.86,50.68,549,35.0,37.92,79.43,68.56
Jabalpur,Madhya Pradesh,2025,704442,36852,81,14,57.48,55.26,701,92.58,71.51,6.4,58.0
Gwalior,Madhya Pradesh,2021,753280,12755,34,23,15.01,71.43,491,11.14,31.0,19.06,3.97
Visakhapatnam,Andhra Pradesh,2020,438667,1414,21,7,26.78,46.37,584,9.22,20.98,46.56,44.45
Port Blair,Andaman and Nicobar Islands,2021,1783179,31461,4,16,42.9,57.82,5,11.07,38.68,44.83,70.4
Agartala,Tripura,2021,1804860,1755,22,31,11.26,67.83,124,80.64,20.23,76.35,66.03
Gwalior,Madhya Pradesh,2022,1429522,29862,73,25,37.23,71.13,524,69.01,62.14,27.84,40.21
Jamnagar,Gujarat,2024,1898408,5617,45,27,14.65,71.16,839,14.38,72.3,93.21,28.07
Port Blair,Andaman and Nicobar Islands,2024,1067062,23697,12,23,47.21,45.13,177,94.32,77.23,31.51,67.18
Visakhapatnam,Andhra Pradesh,2023,709986,32795,92,18,16.95,78.55,808,17.38,61.41,47.39,33.97
Warangal,Telangana,2022,1097502,12431,65,21,48.7,90.78,576,10.29,53.5,70.38,91.44
Nanded,Maharashtra,2024,1389888,27037,26,43,34.87,86.99,107,58.43,30.14,69.96,85.76
Dehradun,Uttarakhand,2021,1953473,30417,26,2,12.27,50.7,25,98.08,10.99,19.16,81.5
Kolhapur,Maharashtra,2022,171153,45097,31,31,31.06,92.07,848,49.05,44.76,13.53,67.97
Vijayawada,Andhra Pradesh,2025,895838,22897,23,1,35.5,86.96,696,34.49,78.51,98.23,18.88
Tumkur,Karnataka,2021,1003456,31529,88,27,27.37,63.12,602,58.16,6.95,29.13,26.58
Udaipur,Rajasthan,2025,489026,5389,26,19,40.6,53.57,428,90.11,93.02,68.52,78.66
Ujjain,Madhya Pradesh,2025,614678,22664,61,26,29.31,76.14,278,38.43,24.93,9.44,36.46
Kakinada,Andhra Pradesh,2025,737486,48808,97,15,14.08,90.44,28,74.38,6.11,98.32,61.41
Kakinada,Andhra Pradesh,2021,172247,41691,53,3,36.84,40.2,375,81.96,7.82,21.7,77.73
Guntur,Andhra Pradesh,2022,1840767,44507,28,46,17.27,65.77,219,91.27,43.11,35.95,92.93
Kohima,Nagaland,2025,1775375,14319,79,37,57.68,71.96,648,37.65,40.7,11.4,10.23
Meerut,Uttar Pradesh,2020,380517,4023,64,29,35.34,70.78,333,23.03,54.14,14.49,38.27
Durgapur,West Bengal,2020,1793499,21252,6,40,20.59,86.54,463,52.45,17.81,58.44,95.27
Madurai,Tamil Nadu,2022,343476,9864,67,44,23.43,60.24,494,52.03,61.34,3.11,8.0
Dehradun,Uttarakhand,2024,1182745,4301,75,1,53.59,83.35,257,40.95,89.7,40.12,18.14
Dehradun,Uttarakhand,2020,1485165,10698,84,44,53.47,50.19,239,56.58,40.96,34.85,11.86
Visakhapatnam,Andhra Pradesh,2025,1271288,45746,78,35,13.63,71.22,193,75.53,50.01,78.56,5.41
Tumkur,Karnataka,2025,1144487,22177,4,36,20.09,58.67,392,95.44,56.48,69.87,72.53
Kohima,Nagaland,2021,1414286,45745,44,3,28.49,85.94,696,93.66,38.66,34.14,84.12
Hubli,Karnataka,2024,731076,12446,95,25,45.85,44.59,519,46.66,8.38,76.32,66.1
Kakinada,Andhra Pradesh,2020,1949495,47535,33,1,12.22,91.16,653,98.71,39.0,86.35,39.81
Aligarh,Uttar Pradesh,2020,1065492,5912,73,38,18.38,46.77,604,23.02,30.57,68.92,14.89
Tirupati,Andhra Pradesh,2024,1191310,45121,85,34,10.2,42.44,665,84.46,28.65,90.7,67.21
Kohima,Nagaland,2021,541891,45192,53,17,32.81,80.2,213,85.83,17.24,65.95,91.62
Puducherry,Puducherry,2022,468322,15711,75,3,13.61,69.08,376,76.92,3.57,28.19,91.83
Bhavnagar,Gujarat,2025,515220,25423,30,19,37.55,75.82,613,95.41,24.9,29.62,56.73
Gangtok,Sikkim,2021,960118,37288,53,11,54.71,58.38,878,17.25,25.12,53.32,56.0
Tirupati,Andhra Pradesh,2021,1264862,11003,95,44,31.88,47.15,413,49.41,31.64,99.28,87.61
Kakinada,Andhra Pradesh,2022,1784979,1057,23,14,10.56,72.11,300,76.25,29.82,59.25,91.95
Thanjavur,Tamil Nadu,2023,941811,27157,23,48,17.24,54.8,106,12.14,35.39,21.52,89.99
Aligarh,Uttar Pradesh,2024,201005,16557,78,3,13.75,83.28,915,53.86,99.38,97.19,45.22
Mysuru,Karnataka,2022,679645,36712,61,31,43.45,72.96,339,83.57,88.95,70.12,2.5
Imphal,Manipur,2024,827461,14001,7,24,51.23,45.11,429,5.51,63.26,26.6,66.85
Kakinada,Andhra Pradesh,2025,109044,23688,87,49,57.17,80.08,479,63.38,67.44,14.75,64.64
Shillong,Meghalaya,2025,1827194,42507,82,44,15.13,90.45,95,15.17,36.26,39.44,53.73
Kohima,Nagaland,2025,243597,48491,66,26,49.79,83.11,495,47.54,97.59,60.12,84.43
Aizawl,Mizoram,2024,1566590,7393,14,4,56.33,83.92,629,28.21,84.2,73.52,50.17
Shillong,Meghalaya,2025,880873,9629,1,31,31.85,93.6,968,51.56,72.7,52.04,47.25
Aligarh,Uttar Pradesh,2025,525410,34229,6,46,49.34,53.3,717,40.76,2.98,22.69,4.07
Vellore,Tamil Nadu,2025,155049,43011,39,49,37.2,41.16,119,74.2,33.02,44.29,98.01
Amravati,Maharashtra,2020,1555093,25374,88,10,35.2,66.32,314,82.22,27.22,14.22,55.12
Port Blair,Andaman and Nicobar Islands,2023,1884604,14552,88,4,56.23,46.03,862,63.38,60.02,55.9,93.12
Thanjavur,Tamil Nadu,2023,554514,14412,3,46,50.25,46.04,393,52.54,99.98,86.23,33.66
Tirupati,Andhra Pradesh,2022,1943578,13778,50,46,15.77,76.34,161,58.69,68.94,61.72,8.4
Jamnagar,Gujarat,2022,1855225,29560,2,12,17.07,70.11,379,74.93,39.57,27.7,4.77
Jalandhar,Punjab,2021,1531559,49031,38,8,16.47,50.78,386,76.44,59.42,71.44,53.21
Tumkur,Karnataka,2025,1361552,14653,53,29,52.7,62.63,893,15.84,7.72,17.64,32.74
Ranchi,Jharkhand,2020,322176,38960,36,1,48.62,49.33,395,68.26,85.83,13.1,67.17
Ranchi,Jharkhand,2021,1394651,29736,35,24,53.53,71.93,179,45.74,42.13,62.38,44.09
Gangtok,Sikkim,2025,1709872,28382,80,22,21.4,89.81,200,30.21,33.46,15.65,94.88
Bhavnagar,Gujarat,2024,345876,19730,27,11,42.81,49.22,27,7.72,93.21,19.05,90.87
Bilaspur,Chhattisgarh,2020,1020870,47074,45,18,17.6,66.53,859,70.83,56.61,40.37,5.21
Ujjain,Madhya Pradesh,2021,1803927,44728,38,13,51.81,53.56,129,53.8,16.89,22.1,16.01
Imphal,Manipur,2025,1194288,7309,41,27,41.82,57.79,94,47.58,51.66,59.97,37.74
Jalandhar,Punjab,2021,628168,3743,21,29,52.46,50.75,900,86.99,49.27,67.94,80.93
Jalandhar,Punjab,2022,1778173,3764,48,19,58.27,56.35,300,69.54,77.97,28.54,8.58
Vijayawada,Andhra Pradesh,2021,247348,43984,34,44,18.42,76.28,35,11.33,36.87,22.86,16.18
Tirupati,Andhra Pradesh,2022,1167731,12807,85,48,36.2,45.16,585,4.97,17.84,9.34,49.41
Gangtok,Sikkim,2025,1554245,23670,78,3,39.94,78.57,848,58.98,52.81,94.45,64.98
Vellore,Tamil Nadu,2023,1889116,28029,34,7,42.87,80.81,925,20.94,35.31,54.61,3.76
Aizawl,Mizoram,2025,1366610,44952,84,16,20.83,88.72,440,32.26,85.6,31.39,61.14
Port Blair,Andaman and Nicobar Islands,2025,960853,10349,27,4,32.02,45.74,438,39.8,47.99,95.61,92.45
Cuttack,Odisha,2022,283383,2618,90,7,34.11,65.49,217,64.81,1.79,78.87,82.64
Panipat,Haryana,2023,1258026,14286,12,35,10.63,85.13,911,19.06,37.02,92.9,11.53
Madurai,Tamil Nadu,2023,1220424,1632,95,21,54.32,45.53,149,15.24,94.13,21.13,63.29
Tiruchirappalli,Tamil Nadu,2024,931433,2098,33,41,26.76,75.24,71,70.22,79.72,84.23,36.27
Amravati,Maharashtra,2025,1143553,49278,81,21,37.25,80.76,142,25.87,77.28,62.92,79.01
Dehradun,Uttarakhand,2021,1344675,22520,84,13,32.84,41.97,475,33.22,86.07,89.35,76.73
Udaipur,Rajasthan,2022,570457,40394,30,35,51.51,53.26,733,11.18,68.67,18.7,55.35
Panipat,Haryana,2023,1248505,23403,68,43,18.2,65.76,497,7.01,37.64,44.91,19.52
Hubli,Karnataka,2024,613127,24896,85,44,25.61,67.03,444,62.41,62.75,26.53,68.3
Puducherry,Puducherry,2021,1780185,46290,21,26,46.17,54.4,488,23.66,77.42,38.8,9.15
Panipat,Haryana,2021,1739817,24864,55,19,39.02,77.49,29,31.78,62.43,88.57,6.93
Kakinada,Andhra Pradesh,2020,369309,11188,51,24,23.45,62.91,686,49.49,19.42,40.99,37.89
Nanded,Maharashtra,2024,916417,10684,27,38,52.04,66.55,781,86.78,61.04,23.1,29.57
Tirupati,Andhra Pradesh,2024,1300201,49408,92,45,56.4,60.88,531,39.84,84.27,23.75,9.67
Jalandhar,Punjab,2020,278183,5251,13,35,32.11,55.61,650,98.07,75.64,99.4,77.02
Meerut,Uttar Pradesh,2023,1130518,44743,24,10,50.06,50.23,934,57.35,29.49,35.22,33.92
Visakhapatnam,Andhra Pradesh,2022,1558950,1241,94,19,14.59,51.91,457,50.85,44.78,57.43,72.93
Ranchi,Jharkhand,2020,1846310,37062,92,34,28.0,79.78,407,28.26,29.69,86.84,30.74
Tiruchirappalli,Tamil Nadu,2025,496577,1755,19,11,14.01,62.08,602,54.36,81.67,31.64,48.21
Vijayawada,Andhra Pradesh,2025,1123979,42894,75,3,44.12,62.52,609,81.78,58.57,52.12,65.65
Shillong,Meghalaya,2022,506985,24009,62,49,19.21,48.25,136,86.97,44.37,90.25,99.31
Bhavnagar,Gujarat,2021,472970,8790,30,3,25.19,41.5,740,93.89,73.99,83.44,51.41
Meerut,Uttar Pradesh,2023,961051,11373,25,17,10.4,64.32,827,59.08,11.62,91.49,74.21
Udaipur,Rajasthan,2023,1141007,29439,5,45,15.93,94.57,541,6.95,67.89,70.31,62.94
Amravati,Maharashtra,2021,1083521,29432,89,10,43.16,81.21,918,35.43,24.28,29.36,71.08
Kolhapur,Maharashtra,2025,695677,11538,22,1,56.89,52.33,687,73.08,80.47,26.37,85.79
Visakhapatnam,Andhra Pradesh,2024,779872,12077,44,42,38.35,86.51,792,73.89,13.61,95.05,80.01
Bilaspur,Chhattisgarh,2025,1109719,13425,26,46,36.25,68.99,788,83.31,82.96,97.81,5.57
Thanjavur,Tamil Nadu,2020,1661762,19383,16,32,44.68,78.39,981,26.13,92.97,0.85,7.89
Rajahmundry,Andhra Pradesh,2023,642537,48879,61,15,29.63,62.98,789,92.21,88.6,74.81,65.93
Cuttack,Odisha,2020,1232850,32470,92,32,32.64,65.38,228,35.01,64.05,41.73,32.22
Aligarh,Uttar Pradesh,2024,204016,49329,76,49,36.44,47.54,502,69.18,38.09,98.53,36.72
Salem,Tamil Nadu,2022,1659066,7542,1,12,43.2,80.18,819,50.47,21.53,96.94,96.7
Jabalpur,Madhya Pradesh,2024,1548780,8475,24,22,24.96,67.35,95,50.72,39.23,11.78,59.31
Agartala,Tripura,2025,717809,12265,58,6,44.87,69.6,496,32.61,17.95,57.66,55.51
Nanded,Maharashtra,2020,1493354,14287,71,25,54.83,73.83,816,19.42,66.16,76.27,34.25
Rohtak,Haryana,2024,1404597,48332,44,47,19.13,54.44,691,77.02,92.88,37.96,49.02
Puducherry,Puducherry,2025,1675596,47947,9,37,32.82,47.2,629,87.88,20.34,34.84,12.59
Itanagar,Arunachal Pradesh,2023,1583516,44871,11,39,49.29,56.99,574,88.51,14.88,14.35,84.68
Thanjavur,Tamil Nadu,2025,924880,2096,76,33,55.83,78.44,180,56.37,36.14,85.61,30.35
Vijayawada,Andhra Pradesh,2021,1154165,21708,12,32,25.56,85.67,39,27.78,4.01,79.64,82.01
Warangal,Telangana,2021,1795143,13824,46,9,23.73,74.68,304,96.73,16.53,36.03,47.06
Durgapur,West Bengal,2025,194439,1393,73,1,55.05,57.94,892,23.06,38.69,98.39,34.88
Imphal,Manipur,2024,1657638,26018,44,7,28.52,58.17,127,33.03,43.06,91.69,63.1
Hubli,Karnataka,2024,1189743,39008,89,39,41.57,70.71,328,56.73,19.37,61.82,51.43
Thanjavur,Tamil Nadu,2024,958434,28220,61,24,57.5,90.48,379,49.93,24.74,49.15,82.34
Solapur,Maharashtra,2024,299090,9027,93,44,19.74,75.29,292,10.12,24.11,1.95,76.02
Silchar,Assam,2025,340600,24861,20,23,32.85,43.56,285,19.69,12.72,90.24,59.09
Aizawl,Mizoram,2021,923840,3961,65,15,51.19,74.13,454,25.76,86.25,77.25,38.19
Madurai,Tamil Nadu,2020,879206,14936,25,3,38.34,87.3,662,90.93,43.75,12.82,92.41
Puducherry,Puducherry,2021,540113,27548,60,3,20.35,79.28,360,71.86,91.65,7.21,25.47
Nanded,Maharashtra,2025,212325,3769,90,3,47.21,59.69,859,66.98,85.87,43.0,63.67
Panipat,Haryana,2020,679699,9315,34,19,34.9,62.9,497,70.04,91.26,43.32,44.07
Silchar,Assam,2021,385863,26775,52,2,49.99,59.13,928,14.72,18.19,55.93,56.44
Jabalpur,Madhya Pradesh,2023,1928345,9488,33,11,20.21,62.73,490,62.1,81.19,77.58,57.41
Muzaffarpur,Bihar,2021,960754,1012,23,39,17.59,54.65,108,21.15,60.28,54.95,33.41
Ujjain,Madhya Pradesh,2021,1958060,4262,77,25,11.47,44.11,39,97.39,58.57,55.0,90.32
Vellore,Tamil Nadu,2024,1254856,20283,29,8,29.57,61.11,280,41.76,89.36,99.98,6.84
Vellore,Tamil Nadu,2024,1486603,24925,56,3,13.68,90.33,176,27.74,84.62,86.79,33.89
Meerut,Uttar Pradesh,2023,1426380,20938,49,4,34.18,47.77,165,93.16,74.32,49.08,43.27
Warangal,Telangana,2024,1543425,30113,40,40,47.96,57.99,495,38.27,14.14,27.98,74.78
Jabalpur,Madhya Pradesh,2023,1454495,26968,10,11,12.46,55.72,145,95.24,55.24,53.19,40.99
Guntur,Andhra Pradesh,2022,925798,23954,88,31,57.1,48.2,700,46.38,30.96,1.23,69.33
Puducherry,Puducherry,2020,634685,5085,29,37,52.69,86.83,367,79.46,98.38,88.51,47.53
Rohtak,Haryana,2021,102378,10663,23,32,18.76,93.85,245,61.42,39.98,73.93,8.13
Jamnagar,Gujarat,2021,1356559,45771,68,13,23.16,68.56,911,15.61,68.58,51.16,3.42
Jamnagar,Gujarat,2023,1708412,26761,75,20,14.18,41.82,204,73.06,75.71,95.81,20.56
Rohtak,Haryana,2021,1947301,23764,95,34,40.06,40.17,377,29.3,55.27,60.65,41.28
Jamnagar,Gujarat,2023,1110444,22227,4,5,37.88,59.1,843,70.92,25.22,43.0,27.06
Mysuru,Karnataka,2022,382777,9802,70,33,31.29,84.44,640,54.51,3.66,72.48,99.38
Ranchi,Jharkhand,2021,1332441,44887,94,32,42.59,85.32,463,98.61,95.96,40.92,88.23
Meerut,Uttar Pradesh,2023,651896,25895,94,13,40.66,45.82,246,93.05,58.06,9.41,87.87
Aligarh,Uttar Pradesh,2021,631179,7937,29,27,29.4,86.04,954,80.09,71.19,1.44,56.33
Kohima,Nagaland,2020,790577,21809,86,45,25.2,78.29,577,48.8,4.53,15.48,64.68
Salem,Tamil Nadu,2020,477488,13000,87,4,39.55,40.08,926,67.89,14.53,51.52,83.76
Udaipur,Rajasthan,2024,618563,41261,74,1,12.22,94.13,124,67.46,23.51,13.56,62.81
Port Blair,Andaman and Nicobar Islands,2025,1011171,9000,55,10,44.85,84.08,682,11.73,13.47,29.99,99.17
Imphal,Manipur,2022,1211256,4211,26,45,40.28,85.19,224,69.27,36.0,19.42,30.36
Hubli,Karnataka,2021,261209,23508,17,33,29.56,89.17,995,46.1,9.26,54.17,12.16
Thanjavur,Tamil Nadu,2020,1945287,5804,2,49,34.08,45.54,579,18.35,98.62,8.95,74.16
Rajahmundry,Andhra Pradesh,2022,1780718,48595,78,44,43.82,85.54,602,7.47,34.75,65.29,68.75
Jabalpur,Madhya Pradesh,2020,666117,31059,86,6,50.85,49.39,196,99.32,96.91,63.39,53.87
Dehradun,Uttarakhand,2022,1866429,24772,64,16,24.7,57.33,80,27.91,50.07,31.06,89.26
Imphal,Manipur,2024,1492061,9724,9,26,10.99,80.8,106,90.68,13.87,76.5,4.72
Gwalior,Madhya Pradesh,2025,785034,9635,62,46,39.84,49.3,327,80.52,43.89,90.41,57.5
Shillong,Meghalaya,2024,445338,21137,90,18,10.66,65.62,590,23.66,39.96,25.84,6.81
Tumkur,Karnataka,2024,302326,61,79,44,17.96,78.33,863,9.64,77.47,79.96,82.06
Nellore,Andhra Pradesh,2024,1432930,11116,28,4,11.5,61.02,605,75.79,94.77,81.44,99.22
Tiruchirappalli,Tamil Nadu,2025,925106,5124,91,39,54.54,65.97,772,74.6,19.11,87.57,83.91
Gwalior,Madhya Pradesh,2020,734855,26251,96,5,32.83,42.4,758,8.13,95.66,10.28,33.81
Bhavnagar,Gujarat,2022,992694,31582,83,32,32.59,86.42,582,9.36,9.88,66.45,32.95
Bhavnagar,Gujarat,2021,244758,650,88,42,32.23,92.85,34,14.47,41.01,66.97,24.29
Agartala,Tripura,2022,635324,13439,70,16,53.62,89.78,796,85.03,37.8,36.34,79.41
Aligarh,Uttar Pradesh,2022,269195,21246,12,49,55.81,53.94,106,54.05,71.96,35.88,0.01
Itanagar,Arunachal Pradesh,2021,1529578,14925,47,20,24.17,67.79,453,36.42,92.13,10.87,93.17
Rohtak,Haryana,2020,973344,38482,30,13,48.28,53.37,968,57.15,67.85,15.74,91.22
Nellore,Andhra Pradesh,2023,1079929,9655,86,1,53.28,43.77,533,84.65,93.03,72.22,89.19
Visakhapatnam,Andhra Pradesh,2020,1807513,25577,1,42,46.93,87.59,902,20.25,70.29,72.4,77.95
Udaipur,Rajasthan,2022,429447,21937,31,7,23.84,86.52,775,24.39,96.2,43.2,7.07
Visakhapatnam,Andhra Pradesh,2025,1936564,9884,84,9,13.97,67.48,966,93.87,9.8,2.25,14.27
Vellore,Tamil Nadu,2024,1838080,42746,50,35,13.16,63.79,523,22.39,56.17,75.7,42.84
Ujjain,Madhya Pradesh,2023,1387427,267,53,16,25.64,44.97,769,56.41,68.44,6.04,68.14
Jamnagar,Gujarat,2024,273024,28792,49,27,46.7,94.66,268,27.48,60.65,46.12,66.0
Gwalior,Madhya Pradesh,2024,1475299,45993,48,41,48.53,64.71,71,5.92,79.73,56.98,49.41
Dehradun,Uttarakhand,2021,653193,36354,26,2,57.26,67.93,37,74.12,58.18,22.77,10.36
Agartala,Tripura,2023,624737,48139,80,9,32.14,84.0,793,37.51,49.39,56.04,86.83
Ranchi,Jharkhand,2021,1846119,10681,94,41,17.76,58.91,93,2.1,14.7,1.87,59.34
Salem,Tamil Nadu,2020,1829546,23488,18,8,12.64,49.01,592,72.75,0.44,78.0,83.9
Nanded,Maharashtra,2025,179923,3374,36,6,29.44,42.08,582,23.87,24.44,13.39,15.8
Nellore,Andhra Pradesh,2023,1917231,12784,94,21,48.52,46.8,622,45.75,99.45,60.89,86.82
Meerut,Uttar Pradesh,2020,565487,19475,91,14,26.98,52.49,458,43.92,82.24,27.71,94.23
Tiruchirappalli,Tamil Nadu,2024,970368,40048,29,15,46.21,81.48,362,91.97,6.01,63.19,79.64
Kohima,Nagaland,2025,107977,9708,71,49,19.89,93.82,897,54.96,10.89,39.51,42.56
Jabalpur,Madhya Pradesh,2024,1904565,35644,96,30,23.41,75.26,806,22.85,39.46,62.63,3.26
Panipat,Haryana,2022,898744,19704,58,37,34.57,59.0,301,39.11,20.52,80.95,60.64
Silchar,Assam,2023,1684962,41412,81,49,12.24,93.58,166,69.06,39.99,74.95,42.35
Tiruchirappalli,Tamil Nadu,2024,391712,41116,61,31,59.2,83.15,736,17.28,44.67,99.7,58.95
Rohtak,Haryana,2023,908271,44023,32,24,52.94,44.49,61,45.58,90.47,36.65,10.27
Gangtok,Sikkim,2023,1454529,45160,87,5,12.3,59.76,161,24.79,75.07,53.07,54.78
Vellore,Tamil Nadu,2020,959971,5904,26,31,13.34,78.19,191,73.52,48.34,98.65,71.05
Imphal,Manipur,2022,1280449,37773,41,26,17.99,68.54,559,50.03,74.74,10.37,77.71
Gwalior,Madhya Pradesh,2022,1643488,19515,97,13,57.36,80.9,810,55.48,92.77,5.44,52.8
Kozhikode,Kerala,2022,1415140,22862,69,34,32.68,79.78,742,23.84,46.67,84.63,11.84
Kohima,Nagaland,2025,1596349,5982,61,1,38.95,55.16,39,37.93,90.17,70.86,79.27
Cuttack,Odisha,2020,1376453,16315,49,42,40.96,87.75,733,41.03,11.1,66.23,32.56
Meerut,Uttar Pradesh,2023,1965520,21102,28,26,45.91,47.06,928,26.0,20.33,5.57,63.27
Vellore,Tamil Nadu,2023,1575725,21113,59,26,35.31,48.2,497,31.9,17.16,56.62,79.51
Kohima,Nagaland,2022,1452400,18973,76,21,17.55,50.43,685,7.44,61.37,96.74,78.53
Rajahmundry,Andhra Pradesh,2025,564068,6230,50,46,28.59,54.01,332,73.83,83.87,20.58,6.74
Panipat,Haryana,2024,1308460,38803,58,19,31.43,92.97,332,29.07,69.78,67.19,59.04
Tirupati,Andhra Pradesh,2024,1077705,37761,50,48,42.14,48.89,352,72.0,90.28,15.85,57.83
Rajahmundry,Andhra Pradesh,2025,1606905,11008,70,17,14.3,61.96,585,86.03,57.73,15.62,95.87
Kolhapur,Maharashtra,2024,1535710,15798,15,19,44.67,77.7,701,76.0,47.29,32.29,32.2
Port Blair,Andaman and Nicobar Islands,2023,1653105,13039,35,19,51.75,49.87,166,48.86,67.09,0.02,27.47
Agartala,Tripura,2022,911695,5552,73,14,35.35,76.53,704,43.24,97.44,81.23,70.18
Tiruchirappalli,Tamil Nadu,2021,298073,19302,32,1,35.95,74.17,888,30.09,28.91,27.81,16.26
Muzaffarpur,Bihar,2025,309326,6479,56,28,20.42,87.76,237,15.88,83.15,29.09,17.24
Panipat,Haryana,2024,751402,15900,4,31,12.54,65.46,697,5.38,47.8,95.19,53.81
